metric,val
ipc,1.05683
pref_unused_evict,0
dcache_miss,20.512%
dcache_miss_compulsory,0.0288
dcache_miss_capacity,0.9673
dcache_miss_conflict,0.0038
l1_hit,81.143%
l1_miss,18.857%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
