run,metric,val
exchange2-5,dcache_miss,0.001%
exchange2-5,dcache_miss_compulsory,0.3842
exchange2-5,dcache_miss_capacity,0.0000
exchange2-5,dcache_miss_conflict,0.6158
leela_s_base-0,ipc,1.60287
leela_s_base-0,dcache_miss,1.067%
leela_s_base-0,dcache_miss_compulsory,0.0105
leela_s_base-0,dcache_miss_capacity,0.9114
leela_s_base-0,dcache_miss_conflict,0.0781
leela_s_base-1,ipc,1.60460
leela_s_base-1,dcache_miss,1.067%
leela_s_base-1,dcache_miss_compulsory,0.0105
leela_s_base-1,dcache_miss_capacity,0.9114
leela_s_base-1,dcache_miss_conflict,0.0781
leela_s_base-10,ipc,1.60474
leela_s_base-10,dcache_miss,1.067%
leela_s_base-10,dcache_miss_compulsory,0.0105
leela_s_base-10,dcache_miss_capacity,0.9114
leela_s_base-10,dcache_miss_conflict,0.0781
leela_s_base-2,ipc,1.60422
leela_s_base-2,dcache_miss,1.067%
leela_s_base-2,dcache_miss_compulsory,0.0105
leela_s_base-2,dcache_miss_capacity,0.9114
leela_s_base-2,dcache_miss_conflict,0.0781
leela_s_base-20,ipc,1.60474
leela_s_base-20,dcache_miss,1.067%
leela_s_base-20,dcache_miss_compulsory,0.0105
leela_s_base-20,dcache_miss_capacity,0.9114
leela_s_base-20,dcache_miss_conflict,0.0781
leela_s_base-5,ipc,1.60503
leela_s_base-5,dcache_miss,1.067%
leela_s_base-5,dcache_miss_compulsory,0.0105
leela_s_base-5,dcache_miss_capacity,0.9114
leela_s_base-5,dcache_miss_conflict,0.0781
mcf_s_base-0,ipc,0.82272
mcf_s_base-0,dcache_miss,23.753%
mcf_s_base-0,dcache_miss_compulsory,0.0342
mcf_s_base-0,dcache_miss_capacity,0.9657
mcf_s_base-0,dcache_miss_conflict,0.0001
mcf_s_base-1,ipc,0.82554
mcf_s_base-1,dcache_miss,23.763%
mcf_s_base-1,dcache_miss_compulsory,0.0341
mcf_s_base-1,dcache_miss_capacity,0.9658
mcf_s_base-1,dcache_miss_conflict,0.0001
mcf_s_base-10,ipc,0.82888
mcf_s_base-10,dcache_miss,23.772%
mcf_s_base-10,dcache_miss_compulsory,0.0341
mcf_s_base-10,dcache_miss_capacity,0.9658
mcf_s_base-10,dcache_miss_conflict,0.0001
mcf_s_base-2,ipc,0.82661
mcf_s_base-2,dcache_miss,23.764%
mcf_s_base-2,dcache_miss_compulsory,0.0341
mcf_s_base-2,dcache_miss_capacity,0.9658
mcf_s_base-2,dcache_miss_conflict,0.0001
mcf_s_base-20,ipc,0.82986
mcf_s_base-20,dcache_miss,23.781%
mcf_s_base-20,dcache_miss_compulsory,0.0341
mcf_s_base-20,dcache_miss_capacity,0.9658
mcf_s_base-20,dcache_miss_conflict,0.0001
mcf_s_base-5,ipc,0.82785
mcf_s_base-5,dcache_miss,23.774%
mcf_s_base-5,dcache_miss_compulsory,0.0341
mcf_s_base-5,dcache_miss_capacity,0.9658
mcf_s_base-5,dcache_miss_conflict,0.0001
omnetpp-0,ipc,1.23755
omnetpp-0,dcache_miss,6.485%
omnetpp-0,dcache_miss_compulsory,0.0949
omnetpp-0,dcache_miss_capacity,0.9044
omnetpp-0,dcache_miss_conflict,0.0007
omnetpp-1,ipc,1.23859
omnetpp-1,dcache_miss,6.483%
omnetpp-1,dcache_miss_compulsory,0.0949
omnetpp-1,dcache_miss_capacity,0.9044
omnetpp-1,dcache_miss_conflict,0.0007
omnetpp-10,ipc,1.23956
omnetpp-10,dcache_miss,6.485%
omnetpp-10,dcache_miss_compulsory,0.0949
omnetpp-10,dcache_miss_capacity,0.9044
omnetpp-10,dcache_miss_conflict,0.0007
omnetpp-2,ipc,1.23880
omnetpp-2,dcache_miss,6.487%
omnetpp-2,dcache_miss_compulsory,0.0949
omnetpp-2,dcache_miss_capacity,0.9044
omnetpp-2,dcache_miss_conflict,0.0007
omnetpp-20,ipc,1.24098
omnetpp-20,dcache_miss,6.487%
omnetpp-20,dcache_miss_compulsory,0.0949
omnetpp-20,dcache_miss_capacity,0.9044
omnetpp-20,dcache_miss_conflict,0.0007
omnetpp-5,ipc,1.23790
omnetpp-5,dcache_miss,6.481%
omnetpp-5,dcache_miss_compulsory,0.0950
omnetpp-5,dcache_miss_capacity,0.9044
omnetpp-5,dcache_miss_conflict,0.0007
perlbench_s_base-0,ipc,1.29149
perlbench_s_base-0,dcache_miss,4.259%
perlbench_s_base-0,dcache_miss_compulsory,0.0174
perlbench_s_base-0,dcache_miss_capacity,0.9819
perlbench_s_base-0,dcache_miss_conflict,0.0007
perlbench_s_base-1,ipc,1.29090
perlbench_s_base-1,dcache_miss,4.259%
perlbench_s_base-1,dcache_miss_compulsory,0.0174
perlbench_s_base-1,dcache_miss_capacity,0.9819
perlbench_s_base-1,dcache_miss_conflict,0.0007
perlbench_s_base-10,ipc,1.29158
perlbench_s_base-10,dcache_miss,4.259%
perlbench_s_base-10,dcache_miss_compulsory,0.0174
perlbench_s_base-10,dcache_miss_capacity,0.9819
perlbench_s_base-10,dcache_miss_conflict,0.0007
perlbench_s_base-2,ipc,1.29131
perlbench_s_base-2,dcache_miss,4.260%
perlbench_s_base-2,dcache_miss_compulsory,0.0174
perlbench_s_base-2,dcache_miss_capacity,0.9820
perlbench_s_base-2,dcache_miss_conflict,0.0007
perlbench_s_base-20,ipc,1.29466
perlbench_s_base-20,dcache_miss,4.259%
perlbench_s_base-20,dcache_miss_compulsory,0.0174
perlbench_s_base-20,dcache_miss_capacity,0.9819
perlbench_s_base-20,dcache_miss_conflict,0.0007
perlbench_s_base-5,ipc,1.29131
perlbench_s_base-5,dcache_miss,4.257%
perlbench_s_base-5,dcache_miss_compulsory,0.0174
perlbench_s_base-5,dcache_miss_capacity,0.9819
perlbench_s_base-5,dcache_miss_conflict,0.0007
sgcc_base-0,ipc,1.23657
sgcc_base-0,dcache_miss,2.878%
sgcc_base-0,dcache_miss_compulsory,0.0335
sgcc_base-0,dcache_miss_capacity,0.9626
sgcc_base-0,dcache_miss_conflict,0.0038
sgcc_base-1,ipc,1.23649
sgcc_base-1,dcache_miss,2.878%
sgcc_base-1,dcache_miss_compulsory,0.0335
sgcc_base-1,dcache_miss_capacity,0.9626
sgcc_base-1,dcache_miss_conflict,0.0038
sgcc_base-10,ipc,1.23686
sgcc_base-10,dcache_miss,2.878%
sgcc_base-10,dcache_miss_compulsory,0.0335
sgcc_base-10,dcache_miss_capacity,0.9626
sgcc_base-10,dcache_miss_conflict,0.0038
sgcc_base-2,ipc,1.23661
sgcc_base-2,dcache_miss,2.877%
sgcc_base-2,dcache_miss_compulsory,0.0335
sgcc_base-2,dcache_miss_capacity,0.9626
sgcc_base-2,dcache_miss_conflict,0.0038
sgcc_base-20,ipc,1.23691
sgcc_base-20,dcache_miss,2.878%
sgcc_base-20,dcache_miss_compulsory,0.0335
sgcc_base-20,dcache_miss_capacity,0.9626
sgcc_base-20,dcache_miss_conflict,0.0038
sgcc_base-5,ipc,1.23668
sgcc_base-5,dcache_miss,2.878%
sgcc_base-5,dcache_miss_compulsory,0.0335
sgcc_base-5,dcache_miss_capacity,0.9626
sgcc_base-5,dcache_miss_conflict,0.0038
specrand_i-0,ipc,2.65955
specrand_i-0,dcache_miss,0.002%
specrand_i-0,dcache_miss_compulsory,0.3115
specrand_i-0,dcache_miss_capacity,0.0000
specrand_i-0,dcache_miss_conflict,0.6885
specrand_i-1,ipc,2.65955
specrand_i-1,dcache_miss,0.002%
specrand_i-1,dcache_miss_compulsory,0.3115
specrand_i-1,dcache_miss_capacity,0.0000
specrand_i-1,dcache_miss_conflict,0.6885
specrand_i-10,ipc,2.65955
specrand_i-10,dcache_miss,0.002%
specrand_i-10,dcache_miss_compulsory,0.3115
specrand_i-10,dcache_miss_capacity,0.0000
specrand_i-10,dcache_miss_conflict,0.6885
specrand_i-2,ipc,2.65955
specrand_i-2,dcache_miss,0.002%
specrand_i-2,dcache_miss_compulsory,0.3115
specrand_i-2,dcache_miss_capacity,0.0000
specrand_i-2,dcache_miss_conflict,0.6885
specrand_i-20,ipc,2.65955
specrand_i-20,dcache_miss,0.002%
specrand_i-20,dcache_miss_compulsory,0.3115
specrand_i-20,dcache_miss_capacity,0.0000
specrand_i-20,dcache_miss_conflict,0.6885
specrand_i-5,ipc,2.65955
specrand_i-5,dcache_miss,0.002%
specrand_i-5,dcache_miss_compulsory,0.3115
specrand_i-5,dcache_miss_capacity,0.0000
specrand_i-5,dcache_miss_conflict,0.6885
x264-0,ipc,2.93533
x264-0,dcache_miss,2.745%
x264-0,dcache_miss_compulsory,0.0953
x264-0,dcache_miss_capacity,0.9046
x264-0,dcache_miss_conflict,0.0000
x264-1,ipc,2.93626
x264-1,dcache_miss,2.744%
x264-1,dcache_miss_compulsory,0.0954
x264-1,dcache_miss_capacity,0.9046
x264-1,dcache_miss_conflict,0.0000
x264-10,ipc,2.93519
x264-10,dcache_miss,2.746%
x264-10,dcache_miss_compulsory,0.0953
x264-10,dcache_miss_capacity,0.9047
x264-10,dcache_miss_conflict,0.0000
x264-2,ipc,2.93502
x264-2,dcache_miss,2.744%
x264-2,dcache_miss_compulsory,0.0954
x264-2,dcache_miss_capacity,0.9046
x264-2,dcache_miss_conflict,0.0000
x264-20,ipc,2.93417
x264-20,dcache_miss,2.741%
x264-20,dcache_miss_compulsory,0.0955
x264-20,dcache_miss_capacity,0.9045
x264-20,dcache_miss_conflict,0.0000
x264-5,ipc,2.93545
x264-5,dcache_miss,2.745%
x264-5,dcache_miss_compulsory,0.0953
x264-5,dcache_miss_capacity,0.9046
x264-5,dcache_miss_conflict,0.0000
xalancbmk_s_base-0,ipc,1.00507
xalancbmk_s_base-0,dcache_miss,18.918%
xalancbmk_s_base-0,dcache_miss_compulsory,0.0064
xalancbmk_s_base-0,dcache_miss_capacity,0.9931
xalancbmk_s_base-0,dcache_miss_conflict,0.0004
xalancbmk_s_base-1,ipc,1.00594
xalancbmk_s_base-1,dcache_miss,18.910%
xalancbmk_s_base-1,dcache_miss_compulsory,0.0064
xalancbmk_s_base-1,dcache_miss_capacity,0.9931
xalancbmk_s_base-1,dcache_miss_conflict,0.0004
xalancbmk_s_base-10,ipc,1.00585
xalancbmk_s_base-10,dcache_miss,18.908%
xalancbmk_s_base-10,dcache_miss_compulsory,0.0064
xalancbmk_s_base-10,dcache_miss_capacity,0.9931
xalancbmk_s_base-10,dcache_miss_conflict,0.0004
xalancbmk_s_base-2,ipc,1.00831
xalancbmk_s_base-2,dcache_miss,18.932%
xalancbmk_s_base-2,dcache_miss_compulsory,0.0064
xalancbmk_s_base-2,dcache_miss_capacity,0.9932
xalancbmk_s_base-2,dcache_miss_conflict,0.0004
xalancbmk_s_base-20,ipc,1.00998
xalancbmk_s_base-20,dcache_miss,18.898%
xalancbmk_s_base-20,dcache_miss_compulsory,0.0064
xalancbmk_s_base-20,dcache_miss_capacity,0.9931
xalancbmk_s_base-20,dcache_miss_conflict,0.0004
xalancbmk_s_base-5,ipc,1.00804
xalancbmk_s_base-5,dcache_miss,18.928%
xalancbmk_s_base-5,dcache_miss_compulsory,0.0064
xalancbmk_s_base-5,dcache_miss_capacity,0.9932
xalancbmk_s_base-5,dcache_miss_conflict,0.0004
