run,metric,val
exchange2-default,pref_sms_window_4,-nan%
exchange2-default,pref_sms_window_8,-nan%
exchange2-default,pref_sms_window_16,-nan%
exchange2-default,pref_sms_window_24,-nan%
exchange2-default,pref_sms_window_32,-nan%
exchange2-default,pref_sms_window_64,-nan%
exchange2-default,pref_sms_window_wtf,0
exchange2-ghb,ipc,2.48063
exchange2-ghb,pref_unused_evict,0
exchange2-ghb,dcache_miss,0.022%
exchange2-ghb,dcache_miss_compulsory,0.3548
exchange2-ghb,dcache_miss_capacity,0.0000
exchange2-ghb,dcache_miss_conflict,0.6452
exchange2-ghb,l1_hit,77.790%
exchange2-ghb,l1_miss,22.210%
exchange2-ghb,pref_sms_window_1,-nan%
exchange2-ghb,pref_sms_window_2,-nan%
exchange2-ghb,pref_sms_window_4,-nan%
exchange2-ghb,pref_sms_window_8,-nan%
exchange2-ghb,pref_sms_window_16,-nan%
exchange2-ghb,pref_sms_window_24,-nan%
exchange2-ghb,pref_sms_window_32,-nan%
exchange2-ghb,pref_sms_window_64,-nan%
exchange2-ghb,pref_sms_window_wtf,0
exchange2-none,ipc,2.48968
exchange2-none,pref_unused_evict,0
exchange2-none,dcache_miss,0.024%
exchange2-none,dcache_miss_compulsory,0.3260
exchange2-none,dcache_miss_capacity,0.0000
exchange2-none,dcache_miss_conflict,0.6740
exchange2-none,l1_hit,76.644%
exchange2-none,l1_miss,23.356%
exchange2-none,pref_sms_window_1,-nan%
exchange2-none,pref_sms_window_2,-nan%
exchange2-none,pref_sms_window_4,-nan%
exchange2-none,pref_sms_window_8,-nan%
exchange2-none,pref_sms_window_16,-nan%
exchange2-none,pref_sms_window_24,-nan%
exchange2-none,pref_sms_window_32,-nan%
exchange2-none,pref_sms_window_64,-nan%
exchange2-none,pref_sms_window_wtf,0
exchange2-sms,ipc,2.48968
exchange2-sms,pref_unused_evict,0
exchange2-sms,dcache_miss,0.024%
exchange2-sms,dcache_miss_compulsory,0.3260
exchange2-sms,dcache_miss_capacity,0.0000
exchange2-sms,dcache_miss_conflict,0.6740
exchange2-sms,l1_hit,76.644%
exchange2-sms,l1_miss,23.356%
exchange2-sms,pref_sms_window_1,-nan%
exchange2-sms,pref_sms_window_2,-nan%
exchange2-sms,pref_sms_window_4,-nan%
exchange2-sms,pref_sms_window_8,-nan%
exchange2-sms,pref_sms_window_16,-nan%
exchange2-sms,pref_sms_window_24,-nan%
exchange2-sms,pref_sms_window_32,-nan%
exchange2-sms,pref_sms_window_64,-nan%
exchange2-sms,pref_sms_window_wtf,0
leela_s_base-default,ipc,1.54311
leela_s_base-default,pref_unused_evict,0
leela_s_base-default,dcache_miss,0.973%
leela_s_base-default,dcache_miss_compulsory,0.0654
leela_s_base-default,dcache_miss_capacity,0.0820
leela_s_base-default,dcache_miss_conflict,0.8525
leela_s_base-default,l1_hit,90.633%
leela_s_base-default,l1_miss,9.367%
leela_s_base-default,pref_sms_window_1,-nan%
leela_s_base-default,pref_sms_window_2,-nan%
leela_s_base-default,pref_sms_window_4,-nan%
leela_s_base-default,pref_sms_window_8,-nan%
leela_s_base-default,pref_sms_window_16,-nan%
leela_s_base-default,pref_sms_window_24,-nan%
leela_s_base-default,pref_sms_window_32,-nan%
leela_s_base-default,pref_sms_window_64,-nan%
leela_s_base-default,pref_sms_window_wtf,0
leela_s_base-ghb,ipc,1.54747
leela_s_base-ghb,pref_unused_evict,0
leela_s_base-ghb,dcache_miss,0.973%
leela_s_base-ghb,dcache_miss_compulsory,0.0654
leela_s_base-ghb,dcache_miss_capacity,0.0820
leela_s_base-ghb,dcache_miss_conflict,0.8526
leela_s_base-ghb,l1_hit,90.586%
leela_s_base-ghb,l1_miss,9.414%
leela_s_base-ghb,pref_sms_window_1,-nan%
leela_s_base-ghb,pref_sms_window_2,-nan%
leela_s_base-ghb,pref_sms_window_4,-nan%
leela_s_base-ghb,pref_sms_window_8,-nan%
leela_s_base-ghb,pref_sms_window_16,-nan%
leela_s_base-ghb,pref_sms_window_24,-nan%
leela_s_base-ghb,pref_sms_window_32,-nan%
leela_s_base-ghb,pref_sms_window_64,-nan%
leela_s_base-ghb,pref_sms_window_wtf,0
leela_s_base-none,ipc,1.54561
leela_s_base-none,pref_unused_evict,0
leela_s_base-none,dcache_miss,0.978%
leela_s_base-none,dcache_miss_compulsory,0.0650
leela_s_base-none,dcache_miss_capacity,0.0820
leela_s_base-none,dcache_miss_conflict,0.8529
leela_s_base-none,l1_hit,88.610%
leela_s_base-none,l1_miss,11.390%
leela_s_base-none,pref_sms_window_1,-nan%
leela_s_base-none,pref_sms_window_2,-nan%
leela_s_base-none,pref_sms_window_4,-nan%
leela_s_base-none,pref_sms_window_8,-nan%
leela_s_base-none,pref_sms_window_16,-nan%
leela_s_base-none,pref_sms_window_24,-nan%
leela_s_base-none,pref_sms_window_32,-nan%
leela_s_base-none,pref_sms_window_64,-nan%
leela_s_base-none,pref_sms_window_wtf,0
leela_s_base-sms,ipc,1.54216
leela_s_base-sms,pref_unused_evict,3855
leela_s_base-sms,dcache_miss,0.975%
leela_s_base-sms,dcache_miss_compulsory,0.0652
leela_s_base-sms,dcache_miss_capacity,0.0827
leela_s_base-sms,dcache_miss_conflict,0.8521
leela_s_base-sms,l1_hit,88.044%
leela_s_base-sms,l1_miss,11.956%
leela_s_base-sms,pref_sms_window_1,0.000%
leela_s_base-sms,pref_sms_window_2,34.511%
leela_s_base-sms,pref_sms_window_4,23.172%
leela_s_base-sms,pref_sms_window_8,14.126%
leela_s_base-sms,pref_sms_window_16,16.729%
leela_s_base-sms,pref_sms_window_24,9.356%
leela_s_base-sms,pref_sms_window_32,2.107%
leela_s_base-sms,pref_sms_window_64,0.000%
leela_s_base-sms,pref_sms_window_wtf,0
mcf_s_base-default,ipc,0.81686
mcf_s_base-default,pref_unused_evict,7072
mcf_s_base-default,dcache_miss,24.501%
mcf_s_base-default,dcache_miss_compulsory,0.2121
mcf_s_base-default,dcache_miss_capacity,0.7869
mcf_s_base-default,dcache_miss_conflict,0.0010
mcf_s_base-default,l1_hit,69.876%
mcf_s_base-default,l1_miss,30.124%
mcf_s_base-default,pref_sms_window_1,-nan%
mcf_s_base-default,pref_sms_window_2,-nan%
mcf_s_base-default,pref_sms_window_4,-nan%
mcf_s_base-default,pref_sms_window_8,-nan%
mcf_s_base-default,pref_sms_window_16,-nan%
mcf_s_base-default,pref_sms_window_24,-nan%
mcf_s_base-default,pref_sms_window_32,-nan%
mcf_s_base-default,pref_sms_window_64,-nan%
mcf_s_base-default,pref_sms_window_wtf,0
mcf_s_base-ghb,ipc,0.75592
mcf_s_base-ghb,pref_unused_evict,656
mcf_s_base-ghb,dcache_miss,25.500%
mcf_s_base-ghb,dcache_miss_compulsory,0.2038
mcf_s_base-ghb,dcache_miss_capacity,0.7954
mcf_s_base-ghb,dcache_miss_conflict,0.0009
mcf_s_base-ghb,l1_hit,55.150%
mcf_s_base-ghb,l1_miss,44.850%
mcf_s_base-ghb,pref_sms_window_1,-nan%
mcf_s_base-ghb,pref_sms_window_2,-nan%
mcf_s_base-ghb,pref_sms_window_4,-nan%
mcf_s_base-ghb,pref_sms_window_8,-nan%
mcf_s_base-ghb,pref_sms_window_16,-nan%
mcf_s_base-ghb,pref_sms_window_24,-nan%
mcf_s_base-ghb,pref_sms_window_32,-nan%
mcf_s_base-ghb,pref_sms_window_64,-nan%
mcf_s_base-ghb,pref_sms_window_wtf,0
mcf_s_base-none,ipc,0.72012
mcf_s_base-none,pref_unused_evict,0
mcf_s_base-none,dcache_miss,25.980%
mcf_s_base-none,dcache_miss_compulsory,0.2000
mcf_s_base-none,dcache_miss_capacity,0.7990
mcf_s_base-none,dcache_miss_conflict,0.0010
mcf_s_base-none,l1_hit,40.596%
mcf_s_base-none,l1_miss,59.404%
mcf_s_base-none,pref_sms_window_1,-nan%
mcf_s_base-none,pref_sms_window_2,-nan%
mcf_s_base-none,pref_sms_window_4,-nan%
mcf_s_base-none,pref_sms_window_8,-nan%
mcf_s_base-none,pref_sms_window_16,-nan%
mcf_s_base-none,pref_sms_window_24,-nan%
mcf_s_base-none,pref_sms_window_32,-nan%
mcf_s_base-none,pref_sms_window_64,-nan%
mcf_s_base-none,pref_sms_window_wtf,0
mcf_s_base-sms,ipc,0.47587
mcf_s_base-sms,pref_unused_evict,478175
mcf_s_base-sms,dcache_miss,25.980%
mcf_s_base-sms,dcache_miss_compulsory,0.2000
mcf_s_base-sms,dcache_miss_capacity,0.7990
mcf_s_base-sms,dcache_miss_conflict,0.0010
mcf_s_base-sms,l1_hit,40.098%
mcf_s_base-sms,l1_miss,59.902%
mcf_s_base-sms,pref_sms_window_1,0.000%
mcf_s_base-sms,pref_sms_window_2,31.553%
mcf_s_base-sms,pref_sms_window_4,17.729%
mcf_s_base-sms,pref_sms_window_8,5.289%
mcf_s_base-sms,pref_sms_window_16,4.328%
mcf_s_base-sms,pref_sms_window_24,2.255%
mcf_s_base-sms,pref_sms_window_32,38.846%
mcf_s_base-sms,pref_sms_window_64,0.000%
mcf_s_base-sms,pref_sms_window_wtf,0
omnetpp-default,ipc,1.31269
omnetpp-default,pref_unused_evict,3331
omnetpp-default,dcache_miss,6.301%
omnetpp-default,dcache_miss_compulsory,0.1367
omnetpp-default,dcache_miss_capacity,0.8563
omnetpp-default,dcache_miss_conflict,0.0070
omnetpp-default,l1_hit,75.442%
omnetpp-default,l1_miss,24.558%
omnetpp-default,pref_sms_window_1,-nan%
omnetpp-default,pref_sms_window_2,-nan%
omnetpp-default,pref_sms_window_4,-nan%
omnetpp-default,pref_sms_window_8,-nan%
omnetpp-default,pref_sms_window_16,-nan%
omnetpp-default,pref_sms_window_24,-nan%
omnetpp-default,pref_sms_window_32,-nan%
omnetpp-default,pref_sms_window_64,-nan%
omnetpp-default,pref_sms_window_wtf,0
omnetpp-ghb,ipc,1.31385
omnetpp-ghb,pref_unused_evict,2785
omnetpp-ghb,dcache_miss,6.316%
omnetpp-ghb,dcache_miss_compulsory,0.1364
omnetpp-ghb,dcache_miss_capacity,0.8567
omnetpp-ghb,dcache_miss_conflict,0.0069
omnetpp-ghb,l1_hit,75.324%
omnetpp-ghb,l1_miss,24.676%
omnetpp-ghb,pref_sms_window_1,-nan%
omnetpp-ghb,pref_sms_window_2,-nan%
omnetpp-ghb,pref_sms_window_4,-nan%
omnetpp-ghb,pref_sms_window_8,-nan%
omnetpp-ghb,pref_sms_window_16,-nan%
omnetpp-ghb,pref_sms_window_24,-nan%
omnetpp-ghb,pref_sms_window_32,-nan%
omnetpp-ghb,pref_sms_window_64,-nan%
omnetpp-ghb,pref_sms_window_wtf,0
omnetpp-none,ipc,1.31470
omnetpp-none,pref_unused_evict,0
omnetpp-none,dcache_miss,6.357%
omnetpp-none,dcache_miss_compulsory,0.1355
omnetpp-none,dcache_miss_capacity,0.8572
omnetpp-none,dcache_miss_conflict,0.0073
omnetpp-none,l1_hit,74.597%
omnetpp-none,l1_miss,25.403%
omnetpp-none,pref_sms_window_1,-nan%
omnetpp-none,pref_sms_window_2,-nan%
omnetpp-none,pref_sms_window_4,-nan%
omnetpp-none,pref_sms_window_8,-nan%
omnetpp-none,pref_sms_window_16,-nan%
omnetpp-none,pref_sms_window_24,-nan%
omnetpp-none,pref_sms_window_32,-nan%
omnetpp-none,pref_sms_window_64,-nan%
omnetpp-none,pref_sms_window_wtf,0
omnetpp-sms,ipc,1.22225
omnetpp-sms,pref_unused_evict,48348
omnetpp-sms,dcache_miss,6.393%
omnetpp-sms,dcache_miss_compulsory,0.1348
omnetpp-sms,dcache_miss_capacity,0.8580
omnetpp-sms,dcache_miss_conflict,0.0072
omnetpp-sms,l1_hit,74.116%
omnetpp-sms,l1_miss,25.884%
omnetpp-sms,pref_sms_window_1,0.000%
omnetpp-sms,pref_sms_window_2,46.760%
omnetpp-sms,pref_sms_window_4,36.382%
omnetpp-sms,pref_sms_window_8,12.512%
omnetpp-sms,pref_sms_window_16,3.580%
omnetpp-sms,pref_sms_window_24,0.376%
omnetpp-sms,pref_sms_window_32,0.390%
omnetpp-sms,pref_sms_window_64,0.000%
omnetpp-sms,pref_sms_window_wtf,0
perlbench_s_base-default,ipc,1.10431
perlbench_s_base-default,pref_unused_evict,3011
perlbench_s_base-default,dcache_miss,5.320%
perlbench_s_base-default,dcache_miss_compulsory,0.0775
perlbench_s_base-default,dcache_miss_capacity,0.9171
perlbench_s_base-default,dcache_miss_conflict,0.0055
perlbench_s_base-default,l1_hit,90.085%
perlbench_s_base-default,l1_miss,9.915%
perlbench_s_base-default,pref_sms_window_1,-nan%
perlbench_s_base-default,pref_sms_window_2,-nan%
perlbench_s_base-default,pref_sms_window_4,-nan%
perlbench_s_base-default,pref_sms_window_8,-nan%
perlbench_s_base-default,pref_sms_window_16,-nan%
perlbench_s_base-default,pref_sms_window_24,-nan%
perlbench_s_base-default,pref_sms_window_32,-nan%
perlbench_s_base-default,pref_sms_window_64,-nan%
perlbench_s_base-default,pref_sms_window_wtf,0
perlbench_s_base-ghb,ipc,1.10155
perlbench_s_base-ghb,pref_unused_evict,1717
perlbench_s_base-ghb,dcache_miss,5.323%
perlbench_s_base-ghb,dcache_miss_compulsory,0.0774
perlbench_s_base-ghb,dcache_miss_capacity,0.9172
perlbench_s_base-ghb,dcache_miss_conflict,0.0054
perlbench_s_base-ghb,l1_hit,89.795%
perlbench_s_base-ghb,l1_miss,10.205%
perlbench_s_base-ghb,pref_sms_window_1,-nan%
perlbench_s_base-ghb,pref_sms_window_2,-nan%
perlbench_s_base-ghb,pref_sms_window_4,-nan%
perlbench_s_base-ghb,pref_sms_window_8,-nan%
perlbench_s_base-ghb,pref_sms_window_16,-nan%
perlbench_s_base-ghb,pref_sms_window_24,-nan%
perlbench_s_base-ghb,pref_sms_window_32,-nan%
perlbench_s_base-ghb,pref_sms_window_64,-nan%
perlbench_s_base-ghb,pref_sms_window_wtf,0
perlbench_s_base-none,ipc,1.09025
perlbench_s_base-none,pref_unused_evict,0
perlbench_s_base-none,dcache_miss,5.356%
perlbench_s_base-none,dcache_miss_compulsory,0.0769
perlbench_s_base-none,dcache_miss_capacity,0.9171
perlbench_s_base-none,dcache_miss_conflict,0.0059
perlbench_s_base-none,l1_hit,88.567%
perlbench_s_base-none,l1_miss,11.433%
perlbench_s_base-none,pref_sms_window_1,-nan%
perlbench_s_base-none,pref_sms_window_2,-nan%
perlbench_s_base-none,pref_sms_window_4,-nan%
perlbench_s_base-none,pref_sms_window_8,-nan%
perlbench_s_base-none,pref_sms_window_16,-nan%
perlbench_s_base-none,pref_sms_window_24,-nan%
perlbench_s_base-none,pref_sms_window_32,-nan%
perlbench_s_base-none,pref_sms_window_64,-nan%
perlbench_s_base-none,pref_sms_window_wtf,0
perlbench_s_base-sms,ipc,1.06480
perlbench_s_base-sms,pref_unused_evict,12646
perlbench_s_base-sms,dcache_miss,5.358%
perlbench_s_base-sms,dcache_miss_compulsory,0.0769
perlbench_s_base-sms,dcache_miss_capacity,0.9172
perlbench_s_base-sms,dcache_miss_conflict,0.0059
perlbench_s_base-sms,l1_hit,88.116%
perlbench_s_base-sms,l1_miss,11.884%
perlbench_s_base-sms,pref_sms_window_1,0.000%
perlbench_s_base-sms,pref_sms_window_2,42.702%
perlbench_s_base-sms,pref_sms_window_4,23.818%
perlbench_s_base-sms,pref_sms_window_8,14.719%
perlbench_s_base-sms,pref_sms_window_16,10.821%
perlbench_s_base-sms,pref_sms_window_24,3.530%
perlbench_s_base-sms,pref_sms_window_32,4.409%
perlbench_s_base-sms,pref_sms_window_64,0.000%
perlbench_s_base-sms,pref_sms_window_wtf,0
sgcc_base-default,ipc,1.19698
sgcc_base-default,pref_unused_evict,1
sgcc_base-default,dcache_miss,2.874%
sgcc_base-default,dcache_miss_compulsory,0.0422
sgcc_base-default,dcache_miss_capacity,0.9195
sgcc_base-default,dcache_miss_conflict,0.0384
sgcc_base-default,l1_hit,98.844%
sgcc_base-default,l1_miss,1.156%
sgcc_base-default,pref_sms_window_1,-nan%
sgcc_base-default,pref_sms_window_2,-nan%
sgcc_base-default,pref_sms_window_4,-nan%
sgcc_base-default,pref_sms_window_8,-nan%
sgcc_base-default,pref_sms_window_16,-nan%
sgcc_base-default,pref_sms_window_24,-nan%
sgcc_base-default,pref_sms_window_32,-nan%
sgcc_base-default,pref_sms_window_64,-nan%
sgcc_base-default,pref_sms_window_wtf,0
sgcc_base-ghb,ipc,1.19732
sgcc_base-ghb,pref_unused_evict,2
sgcc_base-ghb,dcache_miss,2.870%
sgcc_base-ghb,dcache_miss_compulsory,0.0422
sgcc_base-ghb,dcache_miss_capacity,0.9204
sgcc_base-ghb,dcache_miss_conflict,0.0374
sgcc_base-ghb,l1_hit,98.877%
sgcc_base-ghb,l1_miss,1.123%
sgcc_base-ghb,pref_sms_window_1,-nan%
sgcc_base-ghb,pref_sms_window_2,-nan%
sgcc_base-ghb,pref_sms_window_4,-nan%
sgcc_base-ghb,pref_sms_window_8,-nan%
sgcc_base-ghb,pref_sms_window_16,-nan%
sgcc_base-ghb,pref_sms_window_24,-nan%
sgcc_base-ghb,pref_sms_window_32,-nan%
sgcc_base-ghb,pref_sms_window_64,-nan%
sgcc_base-ghb,pref_sms_window_wtf,0
sgcc_base-none,ipc,1.19137
sgcc_base-none,pref_unused_evict,0
sgcc_base-none,dcache_miss,3.006%
sgcc_base-none,dcache_miss_compulsory,0.0403
sgcc_base-none,dcache_miss_capacity,0.9214
sgcc_base-none,dcache_miss_conflict,0.0382
sgcc_base-none,l1_hit,97.214%
sgcc_base-none,l1_miss,2.786%
sgcc_base-none,pref_sms_window_1,-nan%
sgcc_base-none,pref_sms_window_2,-nan%
sgcc_base-none,pref_sms_window_4,-nan%
sgcc_base-none,pref_sms_window_8,-nan%
sgcc_base-none,pref_sms_window_16,-nan%
sgcc_base-none,pref_sms_window_24,-nan%
sgcc_base-none,pref_sms_window_32,-nan%
sgcc_base-none,pref_sms_window_64,-nan%
sgcc_base-none,pref_sms_window_wtf,0
sgcc_base-sms,ipc,1.18458
sgcc_base-sms,pref_unused_evict,8423
sgcc_base-sms,dcache_miss,3.016%
sgcc_base-sms,dcache_miss_compulsory,0.0402
sgcc_base-sms,dcache_miss_capacity,0.9216
sgcc_base-sms,dcache_miss_conflict,0.0382
sgcc_base-sms,l1_hit,97.065%
sgcc_base-sms,l1_miss,2.935%
sgcc_base-sms,pref_sms_window_1,0.000%
sgcc_base-sms,pref_sms_window_2,51.256%
sgcc_base-sms,pref_sms_window_4,23.130%
sgcc_base-sms,pref_sms_window_8,9.743%
sgcc_base-sms,pref_sms_window_16,4.471%
sgcc_base-sms,pref_sms_window_24,5.548%
sgcc_base-sms,pref_sms_window_32,5.852%
sgcc_base-sms,pref_sms_window_64,0.000%
sgcc_base-sms,pref_sms_window_wtf,0
specrand_i-default,ipc,2.86089
specrand_i-default,pref_unused_evict,0
specrand_i-default,dcache_miss,0.015%
specrand_i-default,dcache_miss_compulsory,0.3072
specrand_i-default,dcache_miss_capacity,0.0000
specrand_i-default,dcache_miss_conflict,0.6928
specrand_i-default,l1_hit,97.987%
specrand_i-default,l1_miss,2.013%
specrand_i-default,pref_sms_window_1,-nan%
specrand_i-default,pref_sms_window_2,-nan%
specrand_i-default,pref_sms_window_4,-nan%
specrand_i-default,pref_sms_window_8,-nan%
specrand_i-default,pref_sms_window_16,-nan%
specrand_i-default,pref_sms_window_24,-nan%
specrand_i-default,pref_sms_window_32,-nan%
specrand_i-default,pref_sms_window_64,-nan%
specrand_i-default,pref_sms_window_wtf,0
specrand_i-ghb,ipc,2.86251
specrand_i-ghb,pref_unused_evict,0
specrand_i-ghb,dcache_miss,0.015%
specrand_i-ghb,dcache_miss_compulsory,0.3098
specrand_i-ghb,dcache_miss_capacity,0.0000
specrand_i-ghb,dcache_miss_conflict,0.6902
specrand_i-ghb,l1_hit,98.040%
specrand_i-ghb,l1_miss,1.960%
specrand_i-ghb,pref_sms_window_1,-nan%
specrand_i-ghb,pref_sms_window_2,-nan%
specrand_i-ghb,pref_sms_window_4,-nan%
specrand_i-ghb,pref_sms_window_8,-nan%
specrand_i-ghb,pref_sms_window_16,-nan%
specrand_i-ghb,pref_sms_window_24,-nan%
specrand_i-ghb,pref_sms_window_32,-nan%
specrand_i-ghb,pref_sms_window_64,-nan%
specrand_i-ghb,pref_sms_window_wtf,0
specrand_i-none,ipc,2.85834
specrand_i-none,pref_unused_evict,0
specrand_i-none,dcache_miss,0.018%
specrand_i-none,dcache_miss_compulsory,0.2504
specrand_i-none,dcache_miss_capacity,0.0000
specrand_i-none,dcache_miss_conflict,0.7496
specrand_i-none,l1_hit,97.461%
specrand_i-none,l1_miss,2.539%
specrand_i-none,pref_sms_window_1,-nan%
specrand_i-none,pref_sms_window_2,-nan%
specrand_i-none,pref_sms_window_4,-nan%
specrand_i-none,pref_sms_window_8,-nan%
specrand_i-none,pref_sms_window_16,-nan%
specrand_i-none,pref_sms_window_24,-nan%
specrand_i-none,pref_sms_window_32,-nan%
specrand_i-none,pref_sms_window_64,-nan%
specrand_i-none,pref_sms_window_wtf,0
specrand_i-sms,ipc,2.85834
specrand_i-sms,pref_unused_evict,0
specrand_i-sms,dcache_miss,0.018%
specrand_i-sms,dcache_miss_compulsory,0.2504
specrand_i-sms,dcache_miss_capacity,0.0000
specrand_i-sms,dcache_miss_conflict,0.7496
specrand_i-sms,l1_hit,97.461%
specrand_i-sms,l1_miss,2.539%
specrand_i-sms,pref_sms_window_1,-nan%
specrand_i-sms,pref_sms_window_2,-nan%
specrand_i-sms,pref_sms_window_4,-nan%
specrand_i-sms,pref_sms_window_8,-nan%
specrand_i-sms,pref_sms_window_16,-nan%
specrand_i-sms,pref_sms_window_24,-nan%
specrand_i-sms,pref_sms_window_32,-nan%
specrand_i-sms,pref_sms_window_64,-nan%
specrand_i-sms,pref_sms_window_wtf,0
x264-default,ipc,1.70390
x264-default,pref_unused_evict,0
x264-default,dcache_miss,0.392%
x264-default,dcache_miss_compulsory,0.8926
x264-default,dcache_miss_capacity,0.1049
x264-default,dcache_miss_conflict,0.0025
x264-default,l1_hit,97.781%
x264-default,l1_miss,2.219%
x264-default,pref_sms_window_1,-nan%
x264-default,pref_sms_window_2,-nan%
x264-default,pref_sms_window_4,-nan%
x264-default,pref_sms_window_8,-nan%
x264-default,pref_sms_window_16,-nan%
x264-default,pref_sms_window_24,-nan%
x264-default,pref_sms_window_32,-nan%
x264-default,pref_sms_window_64,-nan%
x264-default,pref_sms_window_wtf,0
x264-ghb,ipc,1.70391
x264-ghb,pref_unused_evict,0
x264-ghb,dcache_miss,0.482%
x264-ghb,dcache_miss_compulsory,0.7262
x264-ghb,dcache_miss_capacity,0.2651
x264-ghb,dcache_miss_conflict,0.0086
x264-ghb,l1_hit,89.663%
x264-ghb,l1_miss,10.337%
x264-ghb,pref_sms_window_1,-nan%
x264-ghb,pref_sms_window_2,-nan%
x264-ghb,pref_sms_window_4,-nan%
x264-ghb,pref_sms_window_8,-nan%
x264-ghb,pref_sms_window_16,-nan%
x264-ghb,pref_sms_window_24,-nan%
x264-ghb,pref_sms_window_32,-nan%
x264-ghb,pref_sms_window_64,-nan%
x264-ghb,pref_sms_window_wtf,0
x264-none,ipc,1.70391
x264-none,pref_unused_evict,0
x264-none,dcache_miss,1.431%
x264-none,dcache_miss_compulsory,0.2447
x264-none,dcache_miss_capacity,0.7216
x264-none,dcache_miss_conflict,0.0336
x264-none,l1_hit,2.517%
x264-none,l1_miss,97.483%
x264-none,pref_sms_window_1,-nan%
x264-none,pref_sms_window_2,-nan%
x264-none,pref_sms_window_4,-nan%
x264-none,pref_sms_window_8,-nan%
x264-none,pref_sms_window_16,-nan%
x264-none,pref_sms_window_24,-nan%
x264-none,pref_sms_window_32,-nan%
x264-none,pref_sms_window_64,-nan%
x264-none,pref_sms_window_wtf,0
x264-sms,ipc,1.70391
x264-sms,pref_unused_evict,4229
x264-sms,dcache_miss,1.457%
x264-sms,dcache_miss_compulsory,0.2402
x264-sms,dcache_miss_capacity,0.7267
x264-sms,dcache_miss_conflict,0.0330
x264-sms,l1_hit,2.526%
x264-sms,l1_miss,97.474%
