metric,val
ipc,1.31470
pref_unused_evict,0
dcache_miss,6.357%
dcache_miss_compulsory,0.1355
dcache_miss_capacity,0.8572
dcache_miss_conflict,0.0073
l1_hit,74.597%
l1_miss,25.403%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
