metric,val
ipc,2.48063
pref_unused_evict,0
dcache_miss,0.022%
dcache_miss_compulsory,0.3548
dcache_miss_capacity,0.0000
dcache_miss_conflict,0.6452
l1_hit,77.790%
l1_miss,22.210%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
