metric,val
ipc,0.72012
pref_unused_evict,0
dcache_miss,25.980%
dcache_miss_compulsory,0.2000
dcache_miss_capacity,0.7990
dcache_miss_conflict,0.0010
l1_hit,40.596%
l1_miss,59.404%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
