metric,val
ipc,1.10155
pref_unused_evict,1717
dcache_miss,5.323%
dcache_miss_compulsory,0.0774
dcache_miss_capacity,0.9172
dcache_miss_conflict,0.0054
l1_hit,89.795%
l1_miss,10.205%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
