metric,val
ipc,1.70390
pref_unused_evict,0
dcache_miss,0.392%
dcache_miss_compulsory,0.8926
dcache_miss_capacity,0.1049
dcache_miss_conflict,0.0025
l1_hit,97.781%
l1_miss,2.219%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
