metric,val
ipc,1.19732
pref_unused_evict,2
dcache_miss,2.870%
dcache_miss_compulsory,0.0422
dcache_miss_capacity,0.9204
dcache_miss_conflict,0.0374
l1_hit,98.877%
l1_miss,1.123%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
