metric,val
ipc,1.10431
pref_unused_evict,3011
dcache_miss,5.320%
dcache_miss_compulsory,0.0775
dcache_miss_capacity,0.9171
dcache_miss_conflict,0.0055
l1_hit,90.085%
l1_miss,9.915%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
