metric,val
ipc,1.31385
pref_unused_evict,2785
dcache_miss,6.316%
dcache_miss_compulsory,0.1364
dcache_miss_capacity,0.8567
dcache_miss_conflict,0.0069
l1_hit,75.324%
l1_miss,24.676%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
