metric,val
ipc,1.01623
pref_unused_evict,15632
dcache_miss,19.271%
dcache_miss_compulsory,0.0307
dcache_miss_capacity,0.9653
dcache_miss_conflict,0.0041
l1_hit,80.065%
l1_miss,19.935%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
