metric,val
ipc,2.48968
pref_unused_evict,0
dcache_miss,0.024%
dcache_miss_compulsory,0.3260
dcache_miss_capacity,0.0000
dcache_miss_conflict,0.6740
l1_hit,76.644%
l1_miss,23.356%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
