metric,val
ipc,1.03741
pref_unused_evict,10827
dcache_miss,19.259%
dcache_miss_compulsory,0.0307
dcache_miss_capacity,0.9653
dcache_miss_conflict,0.0040
l1_hit,81.619%
l1_miss,18.381%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
