metric,val
ipc,1.88641
pref_unused_evict,1747
dcache_miss,1.180%
dcache_miss_compulsory,0.0846
dcache_miss_capacity,0.7994
dcache_miss_conflict,0.1160
l1_hit,83.221%
l1_miss,16.779%
pref_sms_window_1,0.000%
pref_sms_window_2,77.670%
pref_sms_window_4,7.767%
pref_sms_window_8,3.495%
pref_sms_window_16,4.660%
pref_sms_window_24,4.272%
pref_sms_window_32,2.136%
pref_sms_window_64,0.000%
pref_sms_window_wtf,0
