metric,val
ipc,1.70391
pref_unused_evict,0
dcache_miss,0.482%
dcache_miss_compulsory,0.7262
dcache_miss_capacity,0.2651
dcache_miss_conflict,0.0086
l1_hit,89.663%
l1_miss,10.337%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
