metric,val
ipc,1.31269
pref_unused_evict,3331
dcache_miss,6.301%
dcache_miss_compulsory,0.1367
dcache_miss_capacity,0.8563
dcache_miss_conflict,0.0070
l1_hit,75.442%
l1_miss,24.558%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
