metric,val
ipc,1.18458
pref_unused_evict,8423
dcache_miss,3.016%
dcache_miss_compulsory,0.0402
dcache_miss_capacity,0.9216
dcache_miss_conflict,0.0382
l1_hit,97.065%
l1_miss,2.935%
pref_sms_window_1,0.000%
pref_sms_window_2,51.256%
pref_sms_window_4,23.130%
pref_sms_window_8,9.743%
pref_sms_window_16,4.471%
pref_sms_window_24,5.548%
pref_sms_window_32,5.852%
pref_sms_window_64,0.000%
pref_sms_window_wtf,0
