metric,val
ipc,0.75592
pref_unused_evict,656
dcache_miss,25.500%
dcache_miss_compulsory,0.2038
dcache_miss_capacity,0.7954
dcache_miss_conflict,0.0009
l1_hit,55.150%
l1_miss,44.850%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
