metric,val
ipc,1.70391
pref_unused_evict,0
dcache_miss,1.431%
dcache_miss_compulsory,0.2447
dcache_miss_capacity,0.7216
dcache_miss_conflict,0.0336
l1_hit,2.517%
l1_miss,97.483%
pref_sms_window_1,-nan%
pref_sms_window_2,-nan%
pref_sms_window_4,-nan%
pref_sms_window_8,-nan%
pref_sms_window_16,-nan%
pref_sms_window_24,-nan%
pref_sms_window_32,-nan%
pref_sms_window_64,-nan%
pref_sms_window_wtf,0
